username,phone,email,companyName,location,industryType,experienceLevel,businessSize,businessStage,skills_,skills_Emotional Intelligence,skills_Innovation,skills_Logistics,skills_Management,skills_Marketing,skills_Networking,skills_Problem Solving,skills_Product Development,businessGoals_,businessGoals_Customer Acquisition,businessGoals_Innovation,businessGoals_Market Expansion,businessGoals_Product Launch,businessGoals_Service Development,preferredPartnerIndustry_,preferredPartnerIndustry_Agriculture,preferredPartnerIndustry_E-commerce,preferredPartnerIndustry_Finance,preferredPartnerIndustry_Healthcare,preferredPartnerIndustry_Logistics,preferredPartnerIndustry_Management,preferredPartnerIndustry_Manufacturing,preferredPartnerIndustry_Retail,preferredPartnerIndustry_Technology,preferredPartnerIndustry_Tourism,industryType_Agriculture,industryType_E-commerce,industryType_Finance,industryType_Healthcare,industryType_Logistics,industryType_Management,industryType_Manufacturing,industryType_Retail,industryType_Technology,industryType_Tourism,industryType_nan,experienceLevel_Expert,experienceLevel_Intermediate,experienceLevel_Novice,experienceLevel_nan,businessSize_Large Enterprise,businessSize_Medium Enterprise,businessSize_Micro Business,businessSize_Small Business,businessSize_Solo,businessSize_nan,location_Banglore,location_Chennai,location_Delhi,location_Goa,location_Hyderabad,location_Kolkata,location_Mumbai,location_Mysore,location_Pondicherry,location_Pune,location_nan,businessStage_Growth,businessStage_Mature,businessStage_Startup,businessStage_nan,connectionsMade,partnershipSuccessful,Cluster
Panner Selvam,8906619838.0,pannerselvam@gmail.com,Panner Trade,Kolkata,Retail,Intermediate,Micro Business,Mature,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.3129746136533323,0.8527567766897132,3
Selvam,7613915250.0,selvamfinace@gmail.com,Selvam Finace,Kolkata,Finance,Intermediate,Micro Business,Growth,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.09116411496209753,-1.3526486802664413,2
Panner,8959565755.0,Panner@gmail.com,Panner medical,Delhi,Healthcare,Novice,Solo,Startup,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0936779672805981,1.5878919290084312,5
Deva Dharshini,8091972165.0,devadharshin@gmail.com,trade.co,Delhi,E-commerce,Intermediate,Small Business,Startup,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.01722728206501927,-0.6175135279477231,3
Deva,8169797589.0,deva@gmail.com,Deva Industry,Pondicherry,E-commerce,Intermediate,Large Enterprise,Growth,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.3875725429794676,-1.3526486802664413,1
Dharshini,8172247538.0,dharshini@gmail.com,Dharshini technology,Chennai,Technology,Intermediate,Solo,Growth,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7202882910163197,1.5878919290084312,5
Alexandria Mckenzie MD,8855100947.0,websterdiane@example.org,Baker-Guzman,Pune,Manufacturing,Novice,Small Business,Growth,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.4978166958960279,0.117621624370995,4
Peter Freeman,7780712380.0,hudsonwilliam@example.org,Lewis PLC,Hyderabad,Technology,Expert,Small Business,Startup,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4978166958960279,-0.6175135279477231,0
Maria Drake,7277357032.0,dfleming@example.org,Watkins-Smith,Delhi,Technology,Intermediate,Small Business,Mature,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6826587781387236,-1.3526486802664413,0
Diana Hill,7310597071.0,jasoncook@example.org,"Lewis, Oconnor and Rubio",Mumbai,Healthcare,Intermediate,Small Business,Growth,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27852004952329373,1.5878919290084312,5
Ashley Harris,8563342635.0,howelee@example.net,"Johnson, Miller and Davila",Goa,Technology,Expert,Solo,Growth,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.2020693643077149,-0.6175135279477231,0
Steven Robinson,8365791131.0,andrew01@example.org,Kim Inc,Pune,Technology,Intermediate,Medium Enterprise,Growth,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5372989646630676,-1.3526486802664413,1
Robert Williams Jr.,8469456501.0,tracicruz@example.org,"Armstrong, Flores and Carroll",Pune,Finance,Intermediate,Small Business,Startup,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5372989646630676,0.8527567766897132,5
Jennifer Savage,9284623346.0,robert31@example.com,Jackson-Kennedy,Hyderabad,E-commerce,Intermediate,Small Business,Startup,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5699007729036625,0.117621624370995,0
Natasha Smith,7260918126.0,reyesriley@example.net,"Huerta, Pacheco and Hawkins",Chennai,Management,Expert,Micro Business,Startup,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7196271945872627,0.8527567766897132,4
Robert Watts DVM,9928033545.0,craigrichardson@example.com,"Avila, Avery and Torres",Banglore,Healthcare,Novice,Solo,Startup,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0178883784940762,1.5878919290084312,5
Jacqueline Tucker,7004326292.0,ihurst@example.org,Johnson-Lopez,Chennai,Agriculture,Intermediate,Micro Business,Growth,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.089311359072654,-0.6175135279477231,0
Charles Wolfe,8014939873.0,andersonbrandon@example.org,"Mooney, Brown and Hernandez",Mysore,E-commerce,Intermediate,Solo,Growth,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5742673811116068,1.5878919290084312,5
Jon Vasquez,9598338721.0,hannah57@example.com,Martin Group,Kolkata,Healthcare,Intermediate,Small Business,Growth,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.643837605800741,-1.3526486802664413,0
Maria Ellis,8433845258.0,robinsonlaura@example.net,Peterson Inc,Goa,Manufacturing,Expert,Medium Enterprise,Startup,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.239698877185311,1.5878919290084312,5
Michael Baker,9452176455.0,katherineblackwell@example.org,Hughes-Cordova,Pune,Technology,Intermediate,Small Business,Startup,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.8286796880434364,0.8527567766897132,4
Sydney Brown,9571495525.0,mdougherty@example.net,Chaney and Sons,Kolkata,Technology,Expert,Medium Enterprise,Startup,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0178883784940762,0.117621624370995,5
Cory Spencer,9070369292.0,kristycarlson@example.net,"Wagner, Richmond and Anderson",Goa,Management,Expert,Solo,Mature,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8700147126999198,-0.6175135279477231,3
Maria Cobb,8086162617.0,paulsanchez@example.com,Cook-Burns,Banglore,Tourism,Intermediate,Solo,Mature,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.6068691893522018,0.117621624370995,0
Sarah Wilson,9471801199.0,mvelez@example.net,Kelly-Allen,Kolkata,Technology,Intermediate,Small Business,Growth,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4608482794474888,0.117621624370995,0
Dr. Laura Miles,9125388537.0,jacquelinehall@example.com,"English, Wright and Taylor",Mysore,Agriculture,Intermediate,Solo,Mature,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7202882910163197,0.117621624370995,5
Kristin Taylor,8512071212.0,debra81@example.org,Jordan-Austin,Pondicherry,Finance,Expert,Medium Enterprise,Growth,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5742673811116068,-1.3526486802664413,1
Douglas Hawkins,8810970249.0,fryvirginia@example.net,"Oliver, Cole and Perez",Delhi,Management,Novice,Small Business,Mature,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.4959639400065843,0.117621624370995,0
Maria Zimmerman,9228935478.0,cporter@example.net,"Moore, Walker and Larson",Mysore,Tourism,Intermediate,Medium Enterprise,Growth,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13064638372913723,0.117621624370995,5
Teresa Harrell,9804068576.0,kristenguerrero@example.org,Pratt-Russell,Banglore,Technology,Novice,Small Business,Mature,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0178883784940762,0.8527567766897132,5
David Terry,9277483890.0,jmyers@example.net,"Russell, Myers and Weber",Kolkata,Healthcare,Intermediate,Small Business,Mature,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7221410469057633,-0.6175135279477231,1
Theresa Ritter,7166337634.0,morganmichelle@example.net,Villegas-Johnson,Banglore,Retail,Expert,Small Business,Mature,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9069831291484589,0.117621624370995,5
Bradley Castro,7949321360.0,jenniferthompson@example.com,Gonzalez-Schwartz,Chennai,Retail,Expert,Solo,Startup,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8305324439328801,0.8527567766897132,4
Edwin Romero,7436389990.0,bowmanjohn@example.net,Turner-Walker,Delhi,Healthcare,Novice,Small Business,Mature,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4615093758765458,-1.3526486802664413,1
Jessica Howard,8383255609.0,jasonaguilar@example.net,Mills Inc,Delhi,Technology,Novice,Small Business,Growth,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8330462962513806,0.8527567766897132,5
Richard Vance,9239524970.0,bradleychad@example.org,Sanders-Woods,Kolkata,Finance,Novice,Large Enterprise,Mature,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.27600619720479314,0.8527567766897132,4
Elizabeth Ross,8716744077.0,williamskaren@example.org,Chung-Brown,Mumbai,Finance,Novice,Micro Business,Startup,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4633621317659894,0.8527567766897132,5
Patricia Kennedy,9633033224.0,david66@example.net,Johnson LLC,Hyderabad,Technology,Novice,Solo,Mature,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7196271945872627,0.117621624370995,0
Bethany Russell,8694249100.0,vsalazar@example.net,Sutton Inc,Chennai,E-commerce,Expert,Small Business,Mature,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13064638372913723,-1.3526486802664413,1
Ethan Pope,7478987782.0,ublackwell@example.com,Murray LLC,Hyderabad,Healthcare,Intermediate,Medium Enterprise,Growth,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5372989646630676,0.8527567766897132,5
Brandon Barrett,8249665016.0,johnwilson@example.org,Dixon-Powers,Hyderabad,Healthcare,Expert,Medium Enterprise,Startup,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3154884659718329,-1.3526486802664413,1
Daniel Gardner,7313593095.0,fprice@example.org,Butler Ltd,Goa,Healthcare,Intermediate,Medium Enterprise,Growth,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0523429426241149,1.5878919290084312,4
Lynn Sweeney,9891980780.0,joseph85@example.org,"Kaufman, Reese and Blake",Pondicherry,Finance,Intermediate,Solo,Startup,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9044692768299583,1.5878919290084312,4
Jenna Hale,8546588976.0,jennifersanchez@example.com,"Hammond, Taylor and Andrews",Banglore,Finance,Expert,Solo,Mature,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8675008603814192,0.117621624370995,0
Deborah Lane,8279728526.0,gatesmonique@example.org,"Walsh, Jordan and Rodriguez",Kolkata,Finance,Expert,Medium Enterprise,Mature,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23903778075625404,-1.3526486802664413,1
Jonathon Wilkerson,8179601539.0,ricekimberly@example.net,Henry-Giles,Chennai,Healthcare,Expert,Small Business,Growth,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3129746136533323,-1.3526486802664413,3
Patrick Cortez,8609647307.0,kelsey57@example.com,Williams-Johnson,Pune,Technology,Expert,Small Business,Startup,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.68080602224928,1.5878919290084312,4
